a	b	c	d		e	f	g
/wiki/List_of_municipalities_in_Erzurum_Province	Tortum	1683	Pehlivanlı	101518	/wiki/Erzurum_Province	Erzurum Province	TRA11
/wiki/List_of_municipalities_in_Erzurum_Province	Tortum	1683	Serdarlı	101519	/wiki/Erzurum_Province	Erzurum Province	TRA11
/wiki/List_of_municipalities_in_Erzurum_Province	Tortum	1683	Şenyurt	101520	/wiki/Erzurum_Province	Erzurum Province	TRA11
/wiki/List_of_municipalities_in_Erzurum_Province	Tortum	1683	Tortum	101521	/wiki/Erzurum_Province	Erzurum Province	TRA11
/wiki/List_of_municipalities_in_G%C3%BCm%C3%BC%C5%9Fhane_Province	Torul	1684	Altınpınar	101522	/wiki/G%C3%BCm%C3%BC%C5%9Fhane_Province	Gümüşhane Province	TR906
/wiki/List_of_municipalities_in_G%C3%BCm%C3%BC%C5%9Fhane_Province	Torul	1684	Torul	101523	/wiki/G%C3%BCm%C3%BC%C5%9Fhane_Province	Gümüşhane Province	TR906
/wiki/List_of_municipalities_in_Kastamonu_Province	Tosya	1685	Ortalıca	101524	/wiki/Kastamonu_Province	Kastamonu Province	TR821
/wiki/List_of_municipalities_in_Kastamonu_Province	Tosya	1685	Tosya	101525	/wiki/Kastamonu_Province	Kastamonu Province	TR821
/wiki/List_of_municipalities_in_Manisa_Province	Turgutlu	1689	Derbent	101526	/wiki/Manisa_Province	Manisa Province	TR331
/wiki/List_of_municipalities_in_Manisa_Province	Turgutlu	1689	Turgutlu	101527	/wiki/Manisa_Province	Manisa Province	TR331
/wiki/List_of_municipalities_in_Manisa_Province	Turgutlu	1689	Urganlı	101528	/wiki/Manisa_Province	Manisa Province	TR331
/wiki/List_of_municipalities_in_Tokat_Province	Turhal	1690	Çaylı	101529	/wiki/Tokat_Province	Tokat Province	TR832
/wiki/List_of_municipalities_in_Tokat_Province	Turhal	1690	Kat	101530	/wiki/Tokat_Province	Tokat Province	TR832
/wiki/List_of_municipalities_in_Tokat_Province	Turhal	1690	Şenyurt	101531	/wiki/Tokat_Province	Tokat Province	TR832
/wiki/List_of_municipalities_in_Tokat_Province	Turhal	1690	Turhal	101532	/wiki/Tokat_Province	Tokat Province	TR832
/wiki/List_of_municipalities_in_Tokat_Province	Turhal	1690	Ulutepe	101533	/wiki/Tokat_Province	Tokat Province	TR832
/wiki/List_of_municipalities_in_Tokat_Province	Turhal	1690	Yazıtepe	101534	/wiki/Tokat_Province	Tokat Province	TR832
/wiki/List_of_municipalities_in_Tokat_Province	Turhal	1690	Yenisu	101535	/wiki/Tokat_Province	Tokat Province	TR832
/wiki/List_of_municipalities_in_A%C4%9Fr%C4%B1_Province	Tutak	1691	Tutak	101536	/wiki/A%C4%9Fr%C4%B1_Province	Ağrı Province	TRA21
/wiki/List_of_municipalities_in_I%C4%9Fd%C4%B1r_Province	Tuzluca	1692	Tuzluca	101537	/wiki/I%C4%9Fd%C4%B1r_Province	Iğdır Province	TRA23
/wiki/List_of_municipalities_in_Sinop_Province	Türkeli	1693	Güzelkent	101538	/wiki/Sinop_Province	Sinop Province	TR823
/wiki/List_of_municipalities_in_Sinop_Province	Türkeli	1693	Türkeli	101539	/wiki/Sinop_Province	Sinop Province	TR823
/wiki/List_of_municipalities_in_Kahramanmara%C5%9F_Province	Türkoğlu	1694	Beyoğlu	101540	/wiki/Kahramanmara%C5%9F_Province	Kahramanmaraş Province	TR632
/wiki/List_of_municipalities_in_Kahramanmara%C5%9F_Province	Türkoğlu	1694	Kılılı	101541	/wiki/Kahramanmara%C5%9F_Province	Kahramanmaraş Province	TR632
/wiki/List_of_municipalities_in_Kahramanmara%C5%9F_Province	Türkoğlu	1694	Şekeroba	101542	/wiki/Kahramanmara%C5%9F_Province	Kahramanmaraş Province	TR632
/wiki/List_of_municipalities_in_Kahramanmara%C5%9F_Province	Türkoğlu	1694	Yeşilyöre	101543	/wiki/Kahramanmara%C5%9F_Province	Kahramanmaraş Province	TR632
/wiki/List_of_municipalities_in_Mu%C4%9Fla_Province	Ula	1695	Akyaka	101544	/wiki/Mu%C4%9Fla_Province	Muğla Province	TR323
/wiki/List_of_municipalities_in_Mu%C4%9Fla_Province	Ula	1695	Gökova	101545	/wiki/Mu%C4%9Fla_Province	Muğla Province	TR323
/wiki/List_of_municipalities_in_Mu%C4%9Fla_Province	Ula	1695	Ula	101546	/wiki/Mu%C4%9Fla_Province	Muğla Province	TR323
/wiki/List_of_municipalities_in_U%C5%9Fak_Province	Ulubey	1697	Avgan	101547	/wiki/U%C5%9Fak_Province	Uşak Province	TR334
/wiki/List_of_municipalities_in_U%C5%9Fak_Province	Ulubey	1697	Kışla	101548	/wiki/U%C5%9Fak_Province	Uşak Province	TR334
/wiki/List_of_municipalities_in_Ordu_Province	Ulubey	1697	Ulubey	101549	/wiki/Ordu_Province	Ordu Province	TR902
/wiki/List_of_municipalities_in_%C5%9E%C4%B1rnak_Province	Uludere	1698	Şenoba	101550	/wiki/%C5%9E%C4%B1rnak_Province	Şırnak Province	TRC33
/wiki/List_of_municipalities_in_%C5%9E%C4%B1rnak_Province	Uludere	1698	Uludere	101551	/wiki/%C5%9E%C4%B1rnak_Province	Şırnak Province	TRC33
/wiki/List_of_municipalities_in_%C5%9E%C4%B1rnak_Province	Uludere	1698	Uzungeçit	101552	/wiki/%C5%9E%C4%B1rnak_Province	Şırnak Province	TRC33
/wiki/List_of_municipalities_in_Isparta_Province	Uluborlu	1699	Uluborlu	101553	/wiki/Isparta_Province	Isparta Province	TR612
/wiki/List_of_municipalities_in_Ni%C4%9Fde_Province	Ulukışla	1700	Aktoprak	101554	/wiki/Ni%C4%9Fde_Province	Niğde Province	TR713
/wiki/List_of_municipalities_in_Ni%C4%9Fde_Province	Ulukışla	1700	Yeniyıldız	101555	/wiki/Ni%C4%9Fde_Province	Niğde Province	TR713
/wiki/List_of_municipalities_in_Bart%C4%B1n_Province	Ulus	1701	Abdipaşa	101556	/wiki/Bart%C4%B1n_Province	Bartın Province	TR813
/wiki/List_of_municipalities_in_Bart%C4%B1n_Province	Ulus	1701	Kumluca	101557	/wiki/Bart%C4%B1n_Province	Bartın Province	TR813
/wiki/List_of_municipalities_in_Bart%C4%B1n_Province	Ulus	1701	Ulus	101558	/wiki/Bart%C4%B1n_Province	Bartın Province	TR813
/wiki/List_of_municipalities_in_%C4%B0zmir_Province	Urla	1703	Urla	101559	/wiki/%C4%B0zmir_Province	İzmir Province	TR310
/wiki/List_of_municipalities_in_Ordu_Province	Ünye	1706	Erenyurt	101560	/wiki/Ordu_Province	Ordu Province	TR902
/wiki/List_of_municipalities_in_Ordu_Province	Ünye	1706	Fatih	101561	/wiki/Ordu_Province	Ordu Province	TR902
/wiki/List_of_municipalities_in_Ordu_Province	Ünye	1706	Hanyanı	101562	/wiki/Ordu_Province	Ordu Province	TR902
/wiki/List_of_municipalities_in_Ordu_Province	Ünye	1706	İnkur	101563	/wiki/Ordu_Province	Ordu Province	TR902
/wiki/List_of_municipalities_in_Ordu_Province	Ünye	1706	Pelitliyatak	101564	/wiki/Ordu_Province	Ordu Province	TR902
/wiki/List_of_municipalities_in_Ordu_Province	Ünye	1706	Tekkiraz	101565	/wiki/Ordu_Province	Ordu Province	TR902
/wiki/List_of_municipalities_in_Ordu_Province	Ünye	1706	Ünye	101566	/wiki/Ordu_Province	Ordu Province	TR902
/wiki/List_of_municipalities_in_Ordu_Province	Ünye	1706	Yenikent	101567	/wiki/Ordu_Province	Ordu Province	TR902
/wiki/List_of_municipalities_in_Ordu_Province	Ünye	1706	Yeşilkent	101568	/wiki/Ordu_Province	Ordu Province	TR902
/wiki/List_of_municipalities_in_%C4%B0stanbul_Province	Üsküdar	1708	Üsküdar	101569	/wiki/%C4%B0stanbul_Province	İstanbul Province	TR100
/wiki/List_of_municipalities_in_Trabzon_Province	Vakfıkebir	1709	Vakfıkebir	101570	/wiki/Trabzon_Province	Trabzon Province	TR901
/wiki/List_of_municipalities_in_Trabzon_Province	Vakfıkebir	1709	Yalıköy	101571	/wiki/Trabzon_Province	Trabzon Province	TR901
/wiki/List_of_municipalities_in_Samsun_Province	Vezirköprü	1712	Narlısaray	101572	/wiki/Samsun_Province	Samsun Province	TR831
/wiki/List_of_municipalities_in_Samsun_Province	Vezirköprü	1712	Vezirköprü	101573	/wiki/Samsun_Province	Samsun Province	TR831
/wiki/List_of_municipalities_in_K%C4%B1rklareli_Province	Vize	1714	Çakıllı	101574	/wiki/K%C4%B1rklareli_Province	Kırklareli Province	TR213
/wiki/List_of_municipalities_in_K%C4%B1rklareli_Province	Vize	1714	Kıyıköy	101575	/wiki/K%C4%B1rklareli_Province	Kırklareli Province	TR213
/wiki/List_of_municipalities_in_K%C4%B1rklareli_Province	Vize	1714	Sergen	101576	/wiki/K%C4%B1rklareli_Province	Kırklareli Province	TR213
/wiki/List_of_municipalities_in_K%C4%B1rklareli_Province	Vize	1714	Vize	101577	/wiki/K%C4%B1rklareli_Province	Kırklareli Province	TR213
/wiki/List_of_municipalities_in_Kayseri_Province	Yahyalı	1715	Derebağı	101578	/wiki/Kayseri_Province	Kayseri Province	TR721
/wiki/List_of_municipalities_in_Kayseri_Province	Yahyalı	1715	Yahyalı	101579	/wiki/Kayseri_Province	Kayseri Province	TR721
/wiki/List_of_municipalities_in_Isparta_Province	Yalvaç	1717	Bağkonak	101580	/wiki/Isparta_Province	Isparta Province	TR612
/wiki/List_of_municipalities_in_Isparta_Province	Yalvaç	1717	Çetince	101581	/wiki/Isparta_Province	Isparta Province	TR612
/wiki/List_of_municipalities_in_Isparta_Province	Yalvaç	1717	Dedeçam	101582	/wiki/Isparta_Province	Isparta Province	TR612
/wiki/List_of_municipalities_in_Isparta_Province	Yalvaç	1717	Hüyüklü	101583	/wiki/Isparta_Province	Isparta Province	TR612
/wiki/List_of_municipalities_in_Isparta_Province	Yalvaç	1717	Kozluçay	101584	/wiki/Isparta_Province	Isparta Province	TR612
/wiki/List_of_municipalities_in_Isparta_Province	Yalvaç	1717	Körküler	101585	/wiki/Isparta_Province	Isparta Province	TR612
/wiki/List_of_municipalities_in_Isparta_Province	Yalvaç	1717	Kumdanlı	101586	/wiki/Isparta_Province	Isparta Province	TR612
/wiki/List_of_municipalities_in_Isparta_Province	Yalvaç	1717	Kuyucak	101587	/wiki/Isparta_Province	Isparta Province	TR612
/wiki/List_of_municipalities_in_Isparta_Province	Yalvaç	1717	Özbayat	101588	/wiki/Isparta_Province	Isparta Province	TR612
/wiki/List_of_municipalities_in_Isparta_Province	Yalvaç	1717	Özgüney	101589	/wiki/Isparta_Province	Isparta Province	TR612
/wiki/List_of_municipalities_in_Isparta_Province	Yalvaç	1717	Sücüllü	101590	/wiki/Isparta_Province	Isparta Province	TR612
/wiki/List_of_municipalities_in_Isparta_Province	Yalvaç	1717	Tokmacık	101591	/wiki/Isparta_Province	Isparta Province	TR612
/wiki/List_of_municipalities_in_Isparta_Province	Yalvaç	1717	Yalvaç	101592	/wiki/Isparta_Province	Isparta Province	TR612
/wiki/List_of_municipalities_in_Isparta_Province	Yalvaç	1717	Yukarıkaşıkara	101593	/wiki/Isparta_Province	Isparta Province	TR612
/wiki/List_of_municipalities_in_%C3%87ank%C4%B1r%C4%B1_Province	Yapraklı	1718	Yapraklı	101594	/wiki/%C3%87ank%C4%B1r%C4%B1_Province	Çankırı Province	TR822
/wiki/List_of_municipalities_in_Mu%C4%9Fla_Province	Yatağan	1719	Bencik	101595	/wiki/Mu%C4%9Fla_Province	Muğla Province	TR323
/wiki/List_of_municipalities_in_Mu%C4%9Fla_Province	Yatağan	1719	Bozarmut	101596	/wiki/Mu%C4%9Fla_Province	Muğla Province	TR323
/wiki/List_of_municipalities_in_Mu%C4%9Fla_Province	Yatağan	1719	Bozüyük	101597	/wiki/Mu%C4%9Fla_Province	Muğla Province	TR323
/wiki/List_of_municipalities_in_Mu%C4%9Fla_Province	Yatağan	1719	Turgut	101598	/wiki/Mu%C4%9Fla_Province	Muğla Province	TR323
/wiki/List_of_municipalities_in_Mu%C4%9Fla_Province	Yatağan	1719	Yatağan	101599	/wiki/Mu%C4%9Fla_Province	Muğla Province	TR323
/wiki/List_of_municipalities_in_Mu%C4%9Fla_Province	Yatağan	1719	Yeşilbağcılar	101600	/wiki/Mu%C4%9Fla_Province	Muğla Province	TR323
/wiki/List_of_municipalities_in_Hatay_Province	Yayladağı	1721	Karaköse	101601	/wiki/Hatay_Province	Hatay Province	TR631
/wiki/List_of_municipalities_in_Hatay_Province	Yayladağı	1721	Yeditepe	101602	/wiki/Hatay_Province	Hatay Province	TR631
/wiki/List_of_municipalities_in_Yozgat_Province	Yerköy	1726	Saray	101603	/wiki/Yozgat_Province	Yozgat Province	TR723
/wiki/List_of_municipalities_in_Yozgat_Province	Yerköy	1726	Sekili	101604	/wiki/Yozgat_Province	Yozgat Province	TR723
/wiki/List_of_municipalities_in_Yozgat_Province	Yerköy	1726	Yerköy	101605	/wiki/Yozgat_Province	Yozgat Province	TR723
/wiki/List_of_municipalities_in_Burdur_Province	Yeşilova	1728	Güney	101606	/wiki/Burdur_Province	Burdur Province	TR613
/wiki/List_of_municipalities_in_Burdur_Province	Yeşilova	1728	Salda	101607	/wiki/Burdur_Province	Burdur Province	TR613
/wiki/List_of_municipalities_in_Burdur_Province	Yeşilova	1728	Yeşilova	101608	/wiki/Burdur_Province	Burdur Province	TR613
/wiki/List_of_municipalities_in_D%C3%BCzce_Province	Yığılca	1730	Yığılca	101609	/wiki/D%C3%BCzce_Province	Düzce Province	TR423
/wiki/List_of_municipalities_in_Sivas_Province	Yıldızeli	1731	Güneykaya	101610	/wiki/Sivas_Province	Sivas Province	TR722
/wiki/List_of_municipalities_in_Sivas_Province	Yıldızeli	1731	Kalın	101611	/wiki/Sivas_Province	Sivas Province	TR722
/wiki/List_of_municipalities_in_Sivas_Province	Yıldızeli	1731	Kavak	101612	/wiki/Sivas_Province	Sivas Province	TR722
/wiki/List_of_municipalities_in_Sivas_Province	Yıldızeli	1731	Kümbet	101613	/wiki/Sivas_Province	Sivas Province	TR722
/wiki/List_of_municipalities_in_Sivas_Province	Yıldızeli	1731	Şeyhhalil	101614	/wiki/Sivas_Province	Sivas Province	TR722
/wiki/List_of_municipalities_in_Sivas_Province	Yıldızeli	1731	Yavu	101615	/wiki/Sivas_Province	Sivas Province	TR722
/wiki/List_of_municipalities_in_Sivas_Province	Yıldızeli	1731	Yıldızeli	101616	/wiki/Sivas_Province	Sivas Province	TR722
/wiki/List_of_municipalities_in_Trabzon_Province	Yomra	1732	Kaşüstü	101617	/wiki/Trabzon_Province	Trabzon Province	TR901
/wiki/List_of_municipalities_in_Trabzon_Province	Yomra	1732	Oymalıtepe	101618	/wiki/Trabzon_Province	Trabzon Province	TR901
/wiki/List_of_municipalities_in_Trabzon_Province	Yomra	1732	Özdil	101619	/wiki/Trabzon_Province	Trabzon Province	TR901
/wiki/List_of_municipalities_in_Trabzon_Province	Yomra	1732	Yomra	101620	/wiki/Trabzon_Province	Trabzon Province	TR901
/wiki/List_of_municipalities_in_Adana_Province	Yumurtalık	1734	Kaldırım	101621	/wiki/Adana_Province	Adana Province	TR621
/wiki/List_of_municipalities_in_Adana_Province	Yumurtalık	1734	Yeşilköy	101622	/wiki/Adana_Province	Adana Province	TR621
/wiki/List_of_municipalities_in_Adana_Province	Yumurtalık	1734	Zeytinbeli	101623	/wiki/Adana_Province	Adana Province	TR621
/wiki/List_of_municipalities_in_Konya_Province	Yunak	1735	Koçyazı	101624	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Yunak	1735	Kuzören	101625	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Yunak	1735	Piribeyli	101626	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Yunak	1735	Saray	101627	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Yunak	1735	Sülüklü	101628	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Yunak	1735	Turgut	101629	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Artvin_Province	Yusufeli	1736	Kılıçkaya	101630	/wiki/Artvin_Province	Artvin Province	TR905
/wiki/List_of_municipalities_in_Artvin_Province	Yusufeli	1736	Yusufeli	101631	/wiki/Artvin_Province	Artvin Province	TR905
/wiki/List_of_municipalities_in_Hakkari_Province	Yüksekova	1737	Büyükçiftlik	101632	/wiki/Hakkari_Province	Hakkari Province	TRB24
/wiki/List_of_municipalities_in_Hakkari_Province	Yüksekova	1737	Esendere	101633	/wiki/Hakkari_Province	Hakkari Province	TRB24
/wiki/List_of_municipalities_in_Hakkari_Province	Yüksekova	1737	Yüksekova	101634	/wiki/Hakkari_Province	Hakkari Province	TRB24
/wiki/List_of_municipalities_in_Sivas_Province	Zara	1738	Şerefiye	101635	/wiki/Sivas_Province	Sivas Province	TR722
/wiki/List_of_municipalities_in_Sivas_Province	Zara	1738	Zara	101636	/wiki/Sivas_Province	Sivas Province	TR722
/wiki/List_of_municipalities_in_%C4%B0stanbul_Province	Zeytinburnu	1739	Zeytinburnu	101637	/wiki/%C4%B0stanbul_Province	İstanbul Province	TR100
/wiki/List_of_municipalities_in_Tokat_Province	Zile	1740	Evrenköy	101638	/wiki/Tokat_Province	Tokat Province	TR832
/wiki/List_of_municipalities_in_Tokat_Province	Zile	1740	Güzelbeyli	101639	/wiki/Tokat_Province	Tokat Province	TR832
/wiki/List_of_municipalities_in_Tokat_Province	Zile	1740	Yalınyazı	101640	/wiki/Tokat_Province	Tokat Province	TR832
/wiki/List_of_municipalities_in_Tokat_Province	Zile	1740	Yıldıztepe	101641	/wiki/Tokat_Province	Tokat Province	TR832
/wiki/List_of_municipalities_in_Tokat_Province	Zile	1740	Zile	101642	/wiki/Tokat_Province	Tokat Province	TR832
/wiki/List_of_municipalities_in_Osmaniye_Province	Düziçi	1743	Atalan	101643	/wiki/Osmaniye_Province	Osmaniye Province	TR633
/wiki/List_of_municipalities_in_Osmaniye_Province	Düziçi	1743	Böcekli	101644	/wiki/Osmaniye_Province	Osmaniye Province	TR633
/wiki/List_of_municipalities_in_Osmaniye_Province	Düziçi	1743	Düziçi	101645	/wiki/Osmaniye_Province	Osmaniye Province	TR633
/wiki/List_of_municipalities_in_Osmaniye_Province	Düziçi	1743	Ellek	101646	/wiki/Osmaniye_Province	Osmaniye Province	TR633
/wiki/List_of_municipalities_in_Osmaniye_Province	Düziçi	1743	Yarbaşı	101647	/wiki/Osmaniye_Province	Osmaniye Province	TR633
/wiki/List_of_municipalities_in_Bing%C3%B6l_Province	Adaklı	1750	Adaklı	101648	/wiki/Bing%C3%B6l_Province	Bingöl Province	TRB13
/wiki/List_of_municipalities_in_Manisa_Province	Ahmetli	1751	Ahmetli	101649	/wiki/Manisa_Province	Manisa Province	TR331
/wiki/List_of_municipalities_in_Manisa_Province	Ahmetli	1751	Gökkaya	101650	/wiki/Manisa_Province	Manisa Province	TR331
/wiki/List_of_municipalities_in_Kayseri_Province	Akkışla	1752	Akkışla	101651	/wiki/Kayseri_Province	Kayseri Province	TR721
/wiki/List_of_municipalities_in_Kayseri_Province	Akkışla	1752	Gömürgen	101652	/wiki/Kayseri_Province	Kayseri Province	TR721
/wiki/List_of_municipalities_in_Kayseri_Province	Akkışla	1752	Kululu	101653	/wiki/Kayseri_Province	Kayseri Province	TR721
/wiki/List_of_municipalities_in_Konya_Province	Akören	1753	Avdan	101654	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Akören	1753	Kayasu	101655	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_K%C4%B1r%C5%9Fehir_Province	Akpınar	1754	Akpınar	101656	/wiki/K%C4%B1r%C5%9Fehir_Province	Kırşehir Province	TR715
/wiki/List_of_municipalities_in_K%C4%B1r%C5%9Fehir_Province	Akpınar	1754	Aşağıhomurlu	101657	/wiki/K%C4%B1r%C5%9Fehir_Province	Kırşehir Province	TR715
/wiki/List_of_municipalities_in_K%C4%B1r%C5%9Fehir_Province	Akpınar	1754	Büyükabdiuşağı	101658	/wiki/K%C4%B1r%C5%9Fehir_Province	Kırşehir Province	TR715
/wiki/List_of_municipalities_in_K%C4%B1r%C5%9Fehir_Province	Akpınar	1754	Köşker	101659	/wiki/K%C4%B1r%C5%9Fehir_Province	Kırşehir Province	TR715
/wiki/List_of_municipalities_in_Kars_Province	Akyaka	1756	Akyaka	101660	/wiki/Kars_Province	Kars Province	TRA22
/wiki/List_of_municipalities_in_Adana_Province	Aladağ	1757	Akören	101661	/wiki/Adana_Province	Adana Province	TR621
/wiki/List_of_municipalities_in_Zonguldak_Province	Alaplı	1758	Alaplı	101662	/wiki/Zonguldak_Province	Zonguldak Province	TR811
/wiki/List_of_municipalities_in_Zonguldak_Province	Alaplı	1758	Gümeli	101663	/wiki/Zonguldak_Province	Zonguldak Province	TR811
/wiki/List_of_municipalities_in_Eski%C5%9Fehir_Province	Alpu	1759	Bozan	101664	/wiki/Eski%C5%9Fehir_Province	Eskişehir Province	TR412
/wiki/List_of_municipalities_in_Konya_Province	Altınekin	1760	Akıncılar	101665	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Altınekin	1760	Altınekin	101666	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Altınekin	1760	Dedeler	101667	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Altınekin	1760	Oğuzeli	101668	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Bart%C4%B1n_Province	Amasra	1761	Amasra	101669	/wiki/Bart%C4%B1n_Province	Bartın Province	TR813
/wiki/List_of_municipalities_in_Elaz%C4%B1%C4%9F_Province	Arıcak	1762	Arıcak	101670	/wiki/Elaz%C4%B1%C4%9F_Province	Elazığ Province	TRB12
/wiki/List_of_municipalities_in_Elaz%C4%B1%C4%9F_Province	Arıcak	1762	Bükardı	101671	/wiki/Elaz%C4%B1%C4%9F_Province	Elazığ Province	TRB12
/wiki/List_of_municipalities_in_Elaz%C4%B1%C4%9F_Province	Arıcak	1762	Erimli	101672	/wiki/Elaz%C4%B1%C4%9F_Province	Elazığ Province	TRB12
/wiki/List_of_municipalities_in_Elaz%C4%B1%C4%9F_Province	Arıcak	1762	Üçocak	101673	/wiki/Elaz%C4%B1%C4%9F_Province	Elazığ Province	TRB12
/wiki/List_of_municipalities_in_Samsun_Province	Asarcık	1763	Asarcık	101674	/wiki/Samsun_Province	Samsun Province	TR831
/wiki/List_of_municipalities_in_K%C3%BCtahya_Province	Aslanapa	1764	Aslanapa	101675	/wiki/K%C3%BCtahya_Province	Kütahya Province	TR333
/wiki/List_of_municipalities_in_Yozgat_Province	Aydıncık	1766	Aydıncık	101676	/wiki/Yozgat_Province	Yozgat Province	TR723
/wiki/List_of_municipalities_in_Yozgat_Province	Aydıncık	1766	Baştürk	101677	/wiki/Yozgat_Province	Yozgat Province	TR723
/wiki/List_of_municipalities_in_Yozgat_Province	Aydıncık	1766	Baydiğin	101678	/wiki/Yozgat_Province	Yozgat Province	TR723
/wiki/List_of_municipalities_in_Yozgat_Province	Aydıncık	1766	Kazankaya	101679	/wiki/Yozgat_Province	Yozgat Province	TR723
/wiki/List_of_municipalities_in_Yozgat_Province	Aydıncık	1766	Kösrelik	101680	/wiki/Yozgat_Province	Yozgat Province	TR723
